STDR_YM,VIAT_SE_CD,VIAT_CD,VIAT_ID,LCLASDC,MLSFCDC,SCLASDC,DCLASDC,BCLASDC,VIAT_NM,ADRES_CD,ADRES_NM,TELNO,X_VALUE,Y_VALUE,ADRES_SP,BLCK_CD,REGIST_DE,ERSR_DE,REGIST_DT,geometry
,060205,0500,AA0000000150,레저/관광/예술,문화/예술시설,공연/연극장,문화센터,,관악우정하이비전아파트우정하이비전주민문화센터,,,,193785.202087,541403.910889,,233343,,,,POINT (193785.20208740234 541403.9108886719)
,070301,0400,AA0000000151,산업,서비스산업,종합상품판매업,시장,미분류,"신신림시장,영암약국",,,,194030.65979,541282.060608,,233361,,,,POINT (194030.65979003906 541282.0606079102)
,030201,0000,AA0000000152,교육/보건,보건시설,병/의원,미분류,,명안과,,,,194143.575806,541443.073975,,231401,,,,POINT (194143.57580566406 541443.0739746094)
,030205,0100,AA0000000153,교육/보건,보건시설,기타보건시설,약국,미분류,프라자약국,,,,194141.348572,541458.119202,,231401,,,,POINT (194141.34857177734 541458.1192016602)
,030201,0000,AA0000000154,교육/보건,보건시설,병/의원,미분류,,보람치과의원,,,,194138.889099,541476.369812,,231401,,,,POINT (194138.8890991211 541476.3698120117)
,070301,0107,AA0000000155,숙박/음식,숙박시설,기타숙박시설,,,BOM모텔,,,,194097.590088,541242.4151,,233372,,,,POINT (194097.59008789062 541242.4151000977)
,030204,0000,AA0000000156,교육/보건,보건시설,한의원,,,참사랑한의원,,,,194078.245728,541438.573303,,340226,,,,POINT (194078.24572753906 541438.5733032227)
,010301,0700,AA0000000157,행정,지방행정기관,지방행정집행기관,동주민센터,,삼성동주민센터,,,,194071.2547,541189.289185,,233387,,,,POINT (194071.25469970703 541189.2891845703)
,070301,0107,AA0000000158,숙박/음식,숙박시설,기타숙박시설,,,동방장모텔,,,,194121.194397,541209.537109,,224607,,,,POINT (194121.19439697266 541209.537109375)
,030204,0000,AA0000000159,교육/보건,보건시설,한의원,,,동방빌딩동암명인한의원,,,,194131.459473,541239.601685,,224607,,,,POINT (194131.45947265625 541239.6016845703)
,030201,0000,AA0000000160,교육/보건,보건시설,병/의원,미분류,,오치과의원,,,,194218.596924,541282.588684,,224595,,,,POINT (194218.59692382812 541282.588684082)
,030205,0100,AA0000000161,교육/보건,보건시설,기타보건시설,약국,미분류,대학당약국,,,,194080.767578,541401.615112,,233346,,,,POINT (194080.767578125 541401.6151123047)
,030204,0000,AA0000000162,교육/보건,보건시설,한의원,,,경희삼성한의원,,,,194074.026672,541451.786316,,340226,,,,POINT (194074.02667236328 541451.786315918)
,030204,0000,AA0000000163,교육/보건,보건시설,한의원,,,관악우리한의원,,,,194083.257385,541417.44928,,233337,,,,POINT (194083.2573852539 541417.4492797852)
,030201,0000,AA0000000164,교육/보건,보건시설,병/의원,미분류,,"아산빌딩강경훈의원,송치과의원,관악연세정형외과의원,관악그랜드약국",,,,194113.141479,541355.679199,,233347,,,,POINT (194113.1414794922 541355.6791992188)
,070301,0400,AA0000000165,산업,서비스산업,종합상품판매업,시장,미분류,신신림시장,,,,194002.050171,541277.15332,,233361,,,,POINT (194002.05017089844 541277.1533203125)
,030205,0100,AA0000000166,교육/보건,보건시설,기타보건시설,약국,미분류,인제약국,,,,194050.396118,541302.409973,,233350,,,,POINT (194050.39611816406 541302.4099731445)
,030102,0200,AA0000000167,교육/보건,교육시설,초등교육기관,공립초등학교,,신성초등학교,,,,194441.987427,541381.184692,,229028,,,,POINT (194441.9874267578 541381.1846923828)
,060202,0102,AA0000000168,레저/관광/예술,문화/예술시설,미술관,미술관,소형갤러리/화랑,갤러리,,,,194351.907776,541407.386475,,229025,,,,POINT (194351.9077758789 541407.3864746094)
,030205,0101,AA0000000169,교육/보건,보건시설,기타보건시설,약국,온누리,광장온누리약국,,,,194463.369873,541236.058899,,174519,,,,POINT (194463.36987304688 541236.0588989258)
,010301,0700,AA0000000170,행정,지방행정기관,지방행정집행기관,동주민센터,,대학동주민센터,,,,194424.687378,541243.399109,,174519,,,,POINT (194424.6873779297 541243.3991088867)
,030205,0100,AA0000000171,교육/보건,보건시설,기타보건시설,약국,미분류,아림약국,,,,194415.470093,541220.436523,,174519,,,,POINT (194415.47009277344 541220.4365234375)
,030201,0000,AA0000000172,교육/보건,보건시설,병/의원,미분류,,장원빌딩뉴욕치과의원,,,,194398.558777,541246.746704,,224597,,,,POINT (194398.55877685547 541246.7467041016)
,030101,0100,AA0000000173,교육/보건,교육시설,유아교육기관,어린이집,,구립복은어린이집,,,,194404.471191,541537.621399,,231387,,,,POINT (194404.47119140625 541537.6213989258)
,030201,0000,AA0000000174,교육/보건,보건시설,병/의원,미분류,,황내과의원,,,,194605.973206,541182.68573,,224609,,,,POINT (194605.9732055664 541182.6857299805)
,030106,0100,AA0000000175,교육/보건,교육시설,기타교육기관,특수학교,,서울산업정보학교,,,,194905.083618,541215.866516,,224605,,,,POINT (194905.08361816406 541215.8665161133)
,030102,0200,AA0000000176,교육/보건,교육시설,초등교육기관,공립초등학교,,서울문교초등학교,,,,191917.121887,540804.932922,,20270,,,,POINT (191917.12188720703 540804.9329223633)
,030101,0100,AA0000000177,교육/보건,교육시설,유아교육기관,어린이집,,한솔키즈빌어린이집,,,,191743.45343,540799.043396,,20278,,,,POINT (191743.45343017578 540799.0433959961)
,030101,0100,AA0000000178,교육/보건,교육시설,유아교육기관,어린이집,,구립새롬어린이집,,,,191797.158875,540714.9599,,20303,,,,POINT (191797.15887451172 540714.9598999023)
,030101,0100,AA0000000179,교육/보건,교육시설,유아교육기관,어린이집,,구립솔지어린이집,,,,191758.169128,540903.82489,,20379,,,,POINT (191758.16912841797 540903.8248901367)
,030101,0100,AA0000000180,교육/보건,교육시설,유아교육기관,어린이집,,정심어린이집,,,,191799.486816,540931.220276,,20371,,,,POINT (191799.48681640625 540931.2202758789)
,030102,0200,AA0000000181,교육/보건,교육시설,초등교육기관,공립초등학교,,서울난곡초등학교,,,,192627.230896,541099.068298,,339724,,,,POINT (192627.2308959961 541099.0682983398)
,030101,0100,AA0000000182,교육/보건,교육시설,유아교육기관,어린이집,,솔향기어린이집,,,,192872.999023,540889.987793,,232724,,,,POINT (192872.9990234375 540889.9877929688)
,070305,0119,AA0000000183,산업,서비스산업,금융/보험업,일반은행,새마을금고,MG새마을금고난향지점,,,,192896.727722,540709.226318,,231905,,,,POINT (192896.72772216797 540709.2263183594)
,030201,1400,AA0000000184,교육/보건,보건시설,병/의원,정형외과,,푸른정형외과,,,,192851.831421,540629.27063,,231913,,,,POINT (192851.83142089844 540629.2706298828)
,030103,0200,AA0000000185,교육/보건,교육시설,중등교육기관,공립중학교,,난우중학교,,,,193189.156616,540816.553284,,233303,,,,POINT (193189.15661621094 540816.5532836914)
,030101,0100,AA0000000186,교육/보건,교육시설,유아교육기관,어린이집,,보라어린이집,,,,193012.460327,541140.619507,,232713,,,,POINT (193012.46032714844 541140.6195068359)
,030101,0100,AA0000000187,교육/보건,교육시설,유아교육기관,어린이집,,꿈꾸는예지어린이집,,,,193273.710083,541131.32019,,232711,,,,POINT (193273.7100830078 541131.3201904297)
,030101,0100,AA0000000188,교육/보건,교육시설,유아교육기관,어린이집,,성혜어린이집,,,,193100.487,540731.997375,,233311,,,,POINT (193100.48699951172 540731.9973754883)
,010301,0000,AA0000000189,행정,지방행정기관,지방행정집행기관,미분류,,관악구난곡보건분소,,,,192951.781494,541121.366699,,232708,,,,POINT (192951.78149414062 541121.3666992188)
,030205,0100,AA0000000190,교육/보건,보건시설,기타보건시설,약국,미분류,우일약국,,,,192965.924011,541167.264587,,232684,,,,POINT (192965.92401123047 541167.2645874023)
,030101,0100,AA0000000191,교육/보건,교육시설,유아교육기관,어린이집,,성아어린이집,,,,192982.142822,541106.596985,,232708,,,,POINT (192982.14282226562 541106.5969848633)
,030101,0100,AA0000000192,교육/보건,교육시설,유아교육기관,어린이집,,오성어린이집,,,,192981.812988,540956.293518,,232741,,,,POINT (192981.81298828125 540956.2935180664)
,030201,0000,AA0000000193,교육/보건,보건시설,병/의원,미분류,,삼성탑의원,,,,193753.879517,540844.468079,,233431,,,,POINT (193753.87951660156 540844.4680786133)
,030101,0100,AA0000000194,교육/보건,교육시설,유아교육기관,어린이집,,꿈사랑어린이집,,,,193770.483276,541045.951416,,233405,,,,POINT (193770.4832763672 541045.9514160156)
,030101,0100,AA0000000195,교육/보건,교육시설,유아교육기관,어린이집,,양지어린이집,,,,193673.724426,541035.791992,,233400,,,,POINT (193673.72442626953 541035.7919921875)
,030104,0200,AA0000000196,교육/보건,교육시설,고등교육기관,공립고등학교,,광신중고등학교,,,,193363.6206,540656.4379,,233454,,,,POINT (193363.6206 540656.4379)
,030102,0200,AA0000000197,교육/보건,교육시설,초등교육기관,공립초등학교,,원신초등학교,,,,193565.05719,540866.834229,,233397,,,,POINT (193565.0571899414 540866.8342285156)
,070301,0400,AA0000000198,산업,서비스산업,종합상품판매업,시장,미분류,삼성동시장,,,,193948.289124,541118.947083,,233385,,,,POINT (193948.28912353516 541118.9470825195)
,070305,0119,AA0000000199,산업,서비스산업,금융/보험업,일반은행,새마을금고,MG새마을금고원신점,,,,194214.157898,541092.49231,,232026,,,,POINT (194214.15789794922 541092.4923095703)
,030101,0100,AA0000000200,교육/보건,교육시설,유아교육기관,어린이집,,구립미림어린이집,,,,193892.372925,540777.724792,,233435,,,,POINT (193892.3729248047 540777.7247924805)
,030104,0200,AA0000000201,교육/보건,교육시설,고등교육기관,공립고등학교,,미림여자고등학교,,,,194039.135071,540895.805481,,232060,,,,POINT (194039.13507080078 540895.805480957)
,030205,0100,AA0000000202,교육/보건,보건시설,기타보건시설,약국,미분류,상록빌딩왕약국,,,,194578.964417,541109.043396,,232030,,,,POINT (194578.9644165039 541109.0433959961)
,030205,0100,AA0000000203,교육/보건,보건시설,기타보건시설,약국,미분류,강원약국,,,,194479.086914,541079.441406,,232039,,,,POINT (194479.0869140625 541079.44140625)
,070305,0101,AA0000000204,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행신림9동자동화점,,,,194481.425415,541101.260193,,203930,,,,POINT (194481.42541503906 541101.2601928711)
,030204,0000,AA0000000205,교육/보건,보건시설,한의원,,,경희우리한의원,,,,194487.53241,541116.023987,,203930,,,,POINT (194487.53240966797 541116.0239868164)
,030101,0100,AA0000000206,교육/보건,교육시설,유아교육기관,어린이집,,구립동산어린이집,,,,194266.427429,540725.912476,,232093,,,,POINT (194266.42742919922 540725.9124755859)
,020103,0300,AA0000000207,공공/환경,정치/사회/외교,외교시설,문화원,,관악문화원,,,,195117.627075,540917.743103,,324740,,,,POINT (195117.6270751953 540917.7431030273)
,030102,0200,AA0000000208,교육/보건,교육시설,초등교육기관,공립초등학교,,서울삼성초등학교,,,,194788.854126,540912.668274,,227907,,,,POINT (194788.85412597656 540912.6682739258)
,030103,0200,AA0000000209,교육/보건,교육시설,중등교육기관,공립중학교,,삼성중학교,,,,194958.370117,540886.604309,,227910,,,,POINT (194958.3701171875 540886.604309082)
,030104,0200,AA0000000210,교육/보건,교육시설,고등교육기관,공립고등학교,,삼성고등학교,,,,195011.454102,541063.051331,,224604,,,,POINT (195011.4541015625 541063.0513305664)
,060202,0101,AA0000000211,레저/관광/예술,문화/예술시설,미술관,미술관,대형미술관,서울대학교151동미술관,,,,195549.07428,540783.906921,,224603,,,,POINT (195549.07427978516 540783.9069213867)
,030101,0100,AA0000000212,교육/보건,교육시설,유아교육기관,어린이집,,동심어린이집,,,,191619.885925,540459.96991,,21151,,,,POINT (191619.88592529297 540459.969909668)
,060205,0500,AA0000000213,레저/관광/예술,문화/예술시설,공연/연극장,문화센터,,문화센터,,,,191769.346008,540521.549072,,422475,,,,POINT (191769.34600830078 540521.5490722656)
,030103,0200,AA0000000214,교육/보건,교육시설,중등교육기관,공립중학교,,한울중학교,,,,191786.241821,540338.241394,,21137,,,,POINT (191786.24182128906 540338.241394043)
,030101,0100,AA0000000215,교육/보건,교육시설,유아교육기관,어린이집,,한우리어린이집,,,,191819.910278,540369.780579,,21160,,,,POINT (191819.9102783203 540369.7805786133)
,030101,0100,AA0000000216,교육/보건,교육시설,유아교육기관,어린이집,,황성영재어린이집,,,,191776.033997,540179.435181,,21194,,,,POINT (191776.03399658203 540179.4351806641)
,030201,1400,AA0000000217,교육/보건,보건시설,병/의원,정형외과,,정정형외과,,,,191816.174072,540173.246826,,21204,,,,POINT (191816.17407226562 540173.2468261719)
,030201,0000,AA0000000218,교육/보건,보건시설,병/의원,미분류,,제일내과의원,,,,191684.720276,540087.168213,,21226,,,,POINT (191684.7202758789 540087.1682128906)
,030205,0100,AA0000000219,교육/보건,보건시설,기타보건시설,약국,미분류,남대문약국,,,,191680.56543,540110.45752,,21210,,,,POINT (191680.5654296875 540110.4575195312)
,030101,0100,AA0000000220,교육/보건,교육시설,유아교육기관,어린이집,,꼬마정원어린이집,,,,192000.802979,540200.756531,,21189,,,,POINT (192000.80297851562 540200.7565307617)
,030101,0100,AA0000000221,교육/보건,교육시설,유아교육기관,어린이집,,삼익아파트아름누리어린이집,,,,192045.419373,540374.291321,,21161,,,,POINT (192045.4193725586 540374.2913208008)
,030101,0100,AA0000000222,교육/보건,교육시설,유아교육기관,어린이집,,큰돌몬테소리어린이집,,,,192065.245789,540337.679077,,21163,,,,POINT (192065.24578857422 540337.6790771484)
,030101,0100,AA0000000223,교육/보건,교육시설,유아교육기관,어린이집,,구립난향어린이집,,,,192667.64093,540369.001892,,227327,,,,POINT (192667.64093017578 540369.0018920898)
,010301,0700,AA0000000224,행정,지방행정기관,지방행정집행기관,동주민센터,,"난향동주민센터,구립신림어린이집",,,,192816.002502,540232.788391,,227302,,,,POINT (192816.0025024414 540232.7883911133)
,030201,0000,AA0000000225,교육/보건,보건시설,병/의원,미분류,,신종렬치과의원,,,,192808.928406,540416.22583,,422308,,,,POINT (192808.92840576172 540416.2258300781)
,030102,0200,AA0000000226,교육/보건,교육시설,초등교육기관,공립초등학교,,서울난향초등학교,,,,192729.284607,540334.431885,,227335,,,,POINT (192729.2846069336 540334.4318847656)
